292,0,595
293,0,590
294,0,585
295,0,580
296,0,575
297,0,570
298,0,565
299,0,560
300,0,555
301,0,550
302,0,545
303,0,540
304,5,540
305,10,540
306,15,540
307,20,540
308,25,540
309,30,540
310,35,540
311,40,540
312,45,540
313,50,540
314,55,540
315,60,540
316,65,540
317,70,540
318,75,540
319,80,540
320,85,540
321,90,540
322,95,540
323,100,540
324,105,540
325,110,540
326,115,540
327,120,540
328,120,535
329,120,530
330,120,525
331,120,520
332,120,515
333,120,510
334,120,505
335,120,500
336,120,495
337,120,490
338,120,485
339,120,480
340,120,475
341,120,470
342,120,465
343,120,460
344,120,455
345,120,450
346,120,445
347,120,440
348,120,435
349,120,430
350,120,425
351,120,420
352,120,415
353,120,410
354,120,405
355,120,400
356,120,395
357,120,390
358,120,385
359,120,380
360,120,375
361,120,370
362,120,365
363,120,360
364,120,355
365,120,350
366,120,345
367,120,340
368,120,335
369,120,330
370,120,325
371,120,320
372,120,315
373,120,310
374,120,305
375,120,300
376,120,295
377,120,290
378,120,285
379,120,280
380,120,275
381,120,270
382,120,265
383,120,260
384,120,255
385,120,250
386,120,245
387,120,240
388,120,235
389,120,230
390,120,225
391,120,220
392,120,215
393,120,210
394,120,205
395,120,200
396,120,195
397,120,190
398,120,185
399,120,180
400,120,175
401,120,170
402,120,165
403,120,160
404,120,155
405,120,150
406,120,145
407,120,140
408,120,135
409,120,130
410,120,125
411,120,120
412,120,115
413,120,110
414,120,105
415,120,100
416,120,95
417,120,90
418,125,90
419,130,90
420,135,90
421,140,90
422,145,90
423,145,85
424,145,80
425,145,75
426,145,70
427,145,65
428,145,60
429,145,55
430,145,50
431,145,45
432,145,40
433,145,35
434,145,30
435,145,25
436,145,20
437,145,15
438,145,10
439,145,5
440,145,0
441,150,0
442,155,0
443,160,0
444,165,0
445,170,0
446,175,0
447,180,0
448,185,0
449,190,0
450,195,0
451,200,0
452,205,0
453,210,0
454,215,0
455,220,0
456,225,0
457,230,0
458,235,0
459,240,0
460,245,0
461,250,0
462,255,0
463,260,0
464,265,0
465,270,0
466,275,0
467,280,0
468,285,0
469,290,0
470,295,0
471,300,0
472,305,0
473,310,0
474,315,0
475,320,0
476,325,0
477,330,0
478,335,0
479,340,0
480,345,0
481,350,0
482,355,0
483,355,5
484,355,10
485,355,15
486,355,20
487,355,25
488,355,30
489,355,35
490,355,40
491,355,45
492,355,50
493,355,55
494,355,60
495,355,65
496,355,70
497,355,75
498,355,80
499,355,85
500,355,90
501,355,95
502,355,100
503,355,105
504,355,110
505,355,115
506,355,120
507,355,125
508,355,130
509,355,135
510,355,140
511,355,145
512,355,150
513,355,155
514,355,160
515,355,165
516,355,170
517,355,175
518,355,180
519,355,185
520,355,190
521,355,195
522,355,200
523,355,205
524,355,210
525,355,215
526,355,220
527,355,225
528,355,230
529,355,235
530,355,240
531,355,245
532,355,250
533,355,255
534,355,260
535,355,265
536,355,270
537,355,275
538,355,280
539,355,285
540,355,290
541,355,295
542,355,300
543,355,305
544,355,310
545,355,315
546,355,320
547,355,325
548,355,330
549,360,330
550,365,330
551,370,330
552,375,330
553,380,330
554,385,330
555,390,330
556,395,330
557,400,330
558,405,330
559,410,330
560,415,330
561,415,325
562,415,320
563,415,315
564,415,310
565,415,305
566,415,300
567,415,295
568,415,290
569,415,285
570,415,280
571,415,285
572,415,280
573,415,275
574,415,270
575,415,265
576,415,260
577,415,255
578,415,250
579,415,245
580,415,240
581,415,235
582,415,230
583,415,225
584,415,220
585,415,215
586,415,210
587,415,205
588,415,200
589,415,195
590,415,190
591,415,185
592,415,180
593,415,175
594,415,170
595,415,165
596,415,160
597,415,155
598,410,155
599,405,155
600,400,155
601,395,155
602,390,155
603,385,155
604,380,155
605,375,155
606,370,155
607,365,155
608,360,155
609,355,155
610,350,155
611,345,155
612,340,155
613,335,155
614,330,155
615,325,155
616,320,155
617,315,155
618,310,155
619,305,155
620,300,155
621,295,155
622,290,155
623,285,155
624,280,155
625,275,155
626,270,155
627,270,160
628,270,165
629,270,170
630,270,175
631,270,180
632,270,185
633,270,190
634,270,195
635,270,200
636,270,205
637,270,210
638,270,215
639,270,220
640,270,225
641,270,230
642,270,235
643,270,240
644,270,245
645,270,250
646,270,255
647,270,260
648,270,265
649,270,270
650,270,275
651,275,275
652,280,275
653,285,275
654,290,275
655,295,275
656,300,275
657,305,275
658,310,275
659,315,275
660,320,275
661,325,275
662,330,275
663,335,275
664,340,275
665,345,275
666,350,275
667,355,275
668,360,275
669,365,275
670,370,275
671,375,275
672,380,275
673,385,275
674,390,275
675,395,275
676,400,275
677,405,275
678,410,275
679,415,275
680,420,275
681,425,275
682,430,275
683,435,275
684,440,275
685,445,275
686,450,275
687,455,275
688,460,275
689,465,275
690,470,275
691,475,275
692,480,275
693,485,275
694,490,275
695,495,275
696,500,275
697,505,275
698,510,275
699,515,275
700,520,275
701,525,275
702,530,275
703,535,275
704,540,275
705,545,275
706,550,275
707,555,275
708,560,275
709,565,275
710,570,275
711,575,275
712,580,275
713,585,275
714,590,275
715,595,275
716,600,275
717,605,275
718,610,275
719,615,275
720,620,275
721,625,275
722,630,275
723,635,275
724,640,275
725,645,275
726,650,275
727,655,275
728,660,275
729,665,275
730,670,275
731,675,275
732,680,275
733,685,275
734,690,275
735,695,275
736,700,275
737,705,275
738,710,275
739,715,275
740,720,275
741,725,275
742,730,275
743,735,275
744,740,275
745,740,270
746,740,265
747,740,260
748,740,255
749,740,250
750,740,245
751,740,240
752,740,235
753,740,230
754,740,225
755,740,220
756,740,215
757,740,210
758,740,205
759,740,200
760,740,195
761,740,190
762,740,185
763,735,185
764,730,185
765,725,185
766,720,185
767,715,185
768,710,185
769,705,185
770,700,185
771,695,185
772,690,185
773,685,185
774,680,185
775,675,185
776,670,185
777,665,185
778,660,185
779,655,185
780,650,185
781,645,185
782,640,185
783,635,185
784,635,190
785,635,195
786,635,200
787,635,205
788,635,210
789,635,215
790,635,220
791,635,225
792,635,230
793,635,235
794,635,240
795,630,240
796,625,240
797,620,240
798,615,240
799,610,240
800,605,240
801,600,240
802,595,240
803,590,240
804,585,240
805,580,240
806,580,235
807,580,230
808,580,225
809,580,220
810,580,215
811,575,215
812,575,220
813,570,220
814,565,220
815,565,215
816,570,215
817,565,215
818,565,210
819,560,210
820,565,210
821,560,210
822,565,210
823,565,215
824,570,215
825,570,220
826,565,220
827,570,220
828,570,215
829,565,215
830,565,210
831,570,210
832,570,205
833,570,200
834,570,195
835,570,190
836,570,185
837,570,180
838,570,175
839,570,170
840,570,165
841,570,160
842,570,155
843,570,150
844,570,145
845,570,140
846,570,135
847,570,130
848,570,125
849,570,120
850,570,115
851,570,110
852,565,110
853,560,110
854,555,110
855,555,105
856,555,100
857,550,100
858,545,100
